Event,Date,Result,WhiteElo,BlackElo,ECO,TimeControl
Hoogovens,1990.01.01,0-1,2550,2645,C13,
Hoogovens,1990.01.01,1/2-1/2,2630,2605,D55,
Hoogovens,1990.01.01,1/2-1/2,2645,2555,E46,
Hoogovens,1990.01.01,1/2-1/2,2625,2550,E32,
Hoogovens,1990.01.01,1/2-1/2,2555,2645,C07,
Hoogovens,1990.01.01,0-1,2600,2540,C11,
Hoogovens,1990.01.01,1/2-1/2,2555,2625,E38,
Hoogovens,1990.01.01,1-0,2550,2635,B29,
Hoogovens,1990.01.01,1/2-1/2,2645,2605,D31,
Hoogovens,1990.01.01,1/2-1/2,2625,2555,B38,
Hoogovens,1990.01.01,1/2-1/2,2635,2555,B51,
Hoogovens,1990.01.01,0-1,2555,2635,C15,
Hoogovens,1990.01.01,1/2-1/2,2600,2630,C11,
Hoogovens,1990.01.01,1-0,2605,2625,A29,
Hoogovens,1990.01.01,1/2-1/2,2550,2540,C13,
Hoogovens,1990.01.01,1/2-1/2,2630,2645,A81,
Hoogovens,1990.01.01,1/2-1/2,2540,2555,D12,
Hoogovens,1990.01.01,1/2-1/2,2635,2605,C95,
Hoogovens,1990.01.01,1/2-1/2,2555,2540,C08,
Hoogovens,1990.01.01,1-0,2645,2625,E38,
Hoogovens,1990.01.01,1/2-1/2,2550,2600,D00,
Hoogovens-B,1990.01.01,0-1,2550,2560,B57,
URS-ch U26,1990.01.01,0-1,2550,2550,E97,
Cannes op,1990.01.01,1/2-1/2,2595,2545,A20,
FRA-NED,1990.01.01,1/2-1/2,2560,2680,C84,
FRA-NED,1990.01.01,1/2-1/2,2680,2560,D36,
Graested,1990.01.01,1/2-1/2,2570,2545,A87,
Graested,1990.01.01,0-1,2550,2545,A87,
Graested,1990.01.01,0-1,2550,2570,A37,
Linares 08th,1990.01.01,1-0,2640,2610,D86,
Linares 08th,1990.01.01,1/2-1/2,2615,2800,E99,
Linares 08th,1990.01.01,1-0,2605,2625,A34,
Linares 08th,1990.01.01,1/2-1/2,2635,2665,B52,
Linares 08th,1990.01.01,0-1,2560,2615,C84,
Linares 08th,1990.01.01,1/2-1/2,2610,2615,E20,
Linares 08th,1990.01.01,1-0,2665,2605,C92,
Linares 08th,1990.01.01,1-0,2800,2635,A26,
Linares 08th,1990.01.01,1/2-1/2,2625,2560,C92,
Linares 08th,1990.01.01,0-1,2645,2615,D03,
Linares 08th,1990.01.01,1-0,2615,2640,D37,
Linares 08th,1990.01.01,1-0,2615,2625,E15,
Linares 08th,1990.01.01,0-1,2605,2800,E97,
Linares 08th,1990.01.01,0-1,2635,2645,C54,
Linares 08th,1990.01.01,1/2-1/2,2560,2665,A59,
Linares 08th,1990.01.01,0-1,2640,2635,E49,
Linares 08th,1990.01.01,1-0,2610,2625,E04,
Linares 08th,1990.01.01,1/2-1/2,2665,2615,C82,
Linares 08th,1990.01.01,1-0,2800,2560,E35,
Linares 08th,1990.01.01,1-0,2645,2605,D31,
Linares 08th,1990.01.01,1-0,2615,2610,D26,
Linares 08th,1990.01.01,0-1,2615,2800,E69,
Linares 08th,1990.01.01,0-1,2625,2665,B10,
Linares 08th,1990.01.01,0-1,2605,2640,D58,
Linares 08th,1990.01.01,1/2-1/2,2560,2645,E12,
Linares 08th,1990.01.01,1-0,2640,2560,E20,
Linares 08th,1990.01.01,0-1,2615,2635,E20,
Linares 08th,1990.01.01,1/2-1/2,2610,2665,E05,
Linares 08th,1990.01.01,1/2-1/2,2800,2625,E20,
Linares 08th,1990.01.01,1-0,2645,2615,A13,
Linares 08th,1990.01.01,0-1,2665,2800,B97,
Linares 08th,1990.01.01,1/2-1/2,2615,2640,D37,
Linares 08th,1990.01.01,1/2-1/2,2625,2645,C67,
Linares 08th,1990.01.01,1/2-1/2,2605,2615,E81,
Linares 08th,1990.01.01,1-0,2635,2610,C65,
Linares 08th,1990.01.01,1/2-1/2,2640,2625,E27,
Linares 08th,1990.01.01,1-0,2615,2560,E20,
Linares 08th,1990.01.01,1-0,2610,2800,E88,
Linares 08th,1990.01.01,1/2-1/2,2645,2665,D29,
Linares 08th,1990.01.01,0-1,2635,2605,C75,
Linares 08th,1990.01.01,1-0,2665,2640,C95,
Linares 08th,1990.01.01,1-0,2615,2615,A39,
Linares 08th,1990.01.01,1/2-1/2,2800,2645,E20,
Linares 08th,1990.01.01,0-1,2605,2610,A48,
Linares 08th,1990.01.01,1/2-1/2,2560,2635,C84,
Linares 08th,1990.01.01,1/2-1/2,2640,2800,E84,
Linares 08th,1990.01.01,1-0,2615,2625,E32,
Linares 08th,1990.01.01,1/2-1/2,2610,2645,D39,
Linares 08th,1990.01.01,1/2-1/2,2605,2560,D55,
Linares 08th,1990.01.01,1/2-1/2,2635,2615,C82,
Linares 08th,1990.01.01,1/2-1/2,2665,2615,E15,
Linares 08th,1990.01.01,1/2-1/2,2615,2605,E12,
Linares 08th,1990.01.01,1/2-1/2,2625,2635,C09,
Linares 08th,1990.01.01,1/2-1/2,2645,2640,B52,
Linares 08th,1990.01.01,1/2-1/2,2560,2610,B30,
Lvov zt,1990.01.01,1-0,2550,2570,A13,
Lvov zt,1990.01.01,0-1,2550,2575,A64,
Lvov zt,1990.01.01,1/2-1/2,2545,2590,C14,
Lvov zt,1990.01.01,0-1,2545,2605,D47,
Lvov zt,1990.01.01,1-0,2610,2545,A29,
Lvov zt,1990.01.01,1-0,2610,2540,A31,
Lvov zt,1990.01.01,1-0,2610,2560,A30,
Lvov zt,1990.01.01,1-0,2590,2610,B09,
Lvov zt,1990.01.01,1/2-1/2,2590,2545,D97,
Lvov zt,1990.01.01,1/2-1/2,2590,2550,D47,
Lvov zt,1990.01.01,1/2-1/2,2600,2545,E15,
Lvov zt,1990.01.01,1/2-1/2,2540,2605,D11,
Lvov zt,1990.01.01,0-1,2540,2560,E13,
Lvov zt,1990.01.01,1/2-1/2,2605,2560,E05,
Lvov zt,1990.01.01,0-1,2570,2545,E15,
Lvov zt,1990.01.01,1-0,2570,2570,D14,
Lvov zt,1990.01.01,1/2-1/2,2560,2590,A90,
Lvov zt,1990.01.01,1/2-1/2,2560,2605,D48,
Lvov zt,1990.01.01,1/2-1/2,2560,2560,E32,
Lvov zt,1990.01.01,0-1,2560,2575,E38,
Lvov zt,1990.01.01,1/2-1/2,2545,2610,A42,
Lvov zt,1990.01.01,0-1,2545,2560,D18,
Lvov zt,1990.01.01,1-0,2545,2550,D45,
Lvov zt,1990.01.01,1/2-1/2,2550,2550,E87,
Lvov zt,1990.01.01,0-1,2550,2605,D43,
Lvov zt,1990.01.01,0-1,2550,2560,D17,
Lvov zt,1990.01.01,1-0,2550,2570,E15,
Lvov zt,1990.01.01,1/2-1/2,2570,2560,E18,
Lvov zt,1990.01.01,1/2-1/2,2570,2600,E11,
Lvov zt,1990.01.01,1/2-1/2,2570,2540,E05,
Lvov zt,1990.01.01,1-0,2560,2550,E87,
Lvov zt,1990.01.01,1-0,2560,2590,E15,
Lvov zt,1990.01.01,1/2-1/2,2560,2560,E18,
Lvov zt,1990.01.01,1/2-1/2,2575,2605,C55,
Lvov zt,1990.01.01,1/2-1/2,2575,2545,A26,
Lvov zt playoff,1990.01.01,1/2-1/2,2560,2560,B33,
Lvov zt playoff,1990.01.01,0-1,2560,2560,E15,
Rome op,1990.01.01,1/2-1/2,2570,2540,E15,
Rome op,1990.01.01,1/2-1/2,2540,2545,E17,
Rome op,1990.01.01,1/2-1/2,2545,2580,B08,
Rome op,1990.01.01,1/2-1/2,2555,2570,C19,
Rome op,1990.01.01,1-0,2600,2540,A84,
Rome op,1990.01.01,0-1,2540,2590,A90,
Rome op,1990.01.01,1-0,2580,2555,E94,
Rome op,1990.01.01,1/2-1/2,2570,2600,E15,
Rome op,1990.01.01,0-1,2545,2550,A42,
Rome op,1990.01.01,1/2-1/2,2600,2580,E42,
Rome op,1990.01.01,1/2-1/2,2550,2590,C00,
Stara Zagora zt-A,1990.01.01,1/2-1/2,2560,2605,D85,
Cappelle op 06th,1990.02.24,1-0,2540,2545,E98,
Tel Aviv,1990.01.01,1/2-1/2,2575,2580,D27,
Beersheba,1990.01.01,1/2-1/2,2570,2560,A15,
Beersheba,1990.01.01,1/2-1/2,2625,2570,A21,
Beersheba,1990.01.01,1/2-1/2,2560,2625,E16,
Beersheba,1990.01.01,1/2-1/2,2560,2570,D17,
Beersheba,1990.01.01,1/2-1/2,2570,2625,D76,
Beersheba,1990.01.01,1/2-1/2,2625,2560,D86,
Beersheba,1990.01.01,1/2-1/2,2570,2560,A48,
Beersheba,1990.01.01,1/2-1/2,2625,2570,C42,
Beersheba,1990.01.01,1/2-1/2,2560,2625,A38,
Candidates final,1990.03.08,0-1,2680,2730,C92,
Candidates final,1990.03.09,1/2-1/2,2730,2680,D73,
Candidates final,1990.03.11,1/2-1/2,2680,2730,E25,
Candidates final,1990.03.13,1-0,2730,2680,D79,
Candidates final,1990.03.14,1/2-1/2,2680,2730,C92,
Candidates final,1990.03.18,1/2-1/2,2730,2680,A70,
Candidates final,1990.03.21,1/2-1/2,2680,2730,C92,
Candidates final,1990.03.23,1-0,2730,2680,E15,
Candidates final,1990.03.26,0-1,2680,2730,C92,
Oakham YM,1990.01.01,1/2-1/2,2555,2555,C42,
Reykjavik Summit,1990.01.01,1-0,2555,2560,B42,
Reykjavik Summit,1990.01.01,1-0,2555,2645,C08,
Reykjavik Summit,1990.01.01,1-0,2600,2610,E60,
Reykjavik Summit,1990.01.01,1/2-1/2,2600,2615,E32,
Reykjavik Summit,1990.01.01,1/2-1/2,2600,2635,D59,
Reykjavik Summit,1990.01.01,0-1,2560,2620,A88,
Reykjavik Summit,1990.01.01,0-1,2560,2555,A28,
Reykjavik Summit,1990.01.01,0-1,2560,2645,C11,
Reykjavik Summit,1990.01.01,1-0,2565,2540,B17,
Reykjavik Summit,1990.01.01,1/2-1/2,2565,2585,B80,
Reykjavik Summit,1990.01.01,0-1,2620,2560,B92,
Reykjavik Summit,1990.01.01,1/2-1/2,2545,2610,E46,
Reykjavik Summit,1990.01.01,0-1,2570,2560,E94,
Reykjavik Summit,1990.01.01,1/2-1/2,2570,2575,D97,
Reykjavik Summit,1990.01.01,1-0,2570,2635,E15,
Reykjavik Summit,1990.01.01,0-1,2560,2600,E92,
Reykjavik Summit,1990.01.01,0-1,2560,2555,B78,
Reykjavik Summit,1990.01.01,1-0,2560,2605,C13,
Reykjavik Summit,1990.01.01,0-1,2610,2600,A13,
Reykjavik Summit,1990.01.01,1/2-1/2,2610,2615,D56,
Reykjavik Summit,1990.01.01,1-0,2610,2635,A90,
Reykjavik Summit,1990.01.01,1/2-1/2,2645,2555,E32,
Reykjavik Summit,1990.01.01,1/2-1/2,2540,2565,E12,
Reykjavik Summit,1990.01.01,1/2-1/2,2540,2585,A46,
Reykjavik Summit,1990.01.01,1-0,2665,2595,A56,
Reykjavik Summit,1990.01.01,1/2-1/2,2665,2610,C10,
Reykjavik Summit,1990.01.01,1-0,2615,2600,A80,
Reykjavik Summit,1990.01.01,1-0,2615,2610,E62,
Reykjavik Summit,1990.01.01,1-0,2600,2570,C18,
Reykjavik Summit,1990.01.01,1-0,2600,2560,B33,
Reykjavik Summit,1990.01.01,1/2-1/2,2600,2555,B36,
Reykjavik Summit,1990.01.01,0-1,2575,2665,A25,
Reykjavik Summit,1990.01.01,1/2-1/2,2575,2595,E32,
Reykjavik Summit,1990.01.01,0-1,2575,2610,A41,
Reykjavik Summit,1990.01.01,0-1,2555,2560,A57,
Reykjavik Summit,1990.01.01,1-0,2555,2600,E73,
Reykjavik Summit,1990.01.01,1/2-1/2,2555,2605,E32,
Reykjavik Summit,1990.01.01,1/2-1/2,2610,2545,E32,
Reykjavik Summit,1990.01.01,1/2-1/2,2595,2665,E18,
Reykjavik Summit,1990.01.01,1/2-1/2,2595,2575,D88,
Reykjavik Summit,1990.01.01,1/2-1/2,2595,2610,B09,
Reykjavik Summit,1990.01.01,0-1,2635,2600,C92,
Reykjavik Summit,1990.01.01,1-0,2635,2610,B70,
Reykjavik Summit,1990.01.01,1/2-1/2,2635,2615,C82,
Reykjavik Summit,1990.01.01,1/2-1/2,2585,2565,B93,
Reykjavik Summit,1990.01.01,0-1,2610,2665,B81,
Reykjavik Summit,1990.01.01,1-0,2610,2575,A30,
Reykjavik Summit,1990.01.01,1/2-1/2,2610,2595,C42,
Reykjavik Summit,1990.01.01,1/2-1/2,2605,2560,A26,
Reykjavik Summit,1990.01.01,1-0,2605,2600,D73,
Reykjavik Summit,1990.01.01,1/2-1/2,2605,2555,A29,
Reykjavik op,1990.01.01,1-0,2610,2610,A42,
Reykjavik op,1990.01.01,1/2-1/2,2575,2610,E32,
Reykjavik op,1990.01.01,1/2-1/2,2605,2545,E19,
Reykjavik op,1990.01.01,1-0,2565,2610,B09,
Reykjavik op,1990.01.01,1/2-1/2,2610,2620,A88,
Reykjavik op,1990.01.01,1/2-1/2,2605,2610,E12,
Reykjavik op,1990.01.01,1/2-1/2,2575,2565,A33,
Reykjavik op,1990.01.01,1/2-1/2,2565,2620,C11,
Reykjavik op,1990.01.01,1/2-1/2,2610,2605,E18,
Reykjavik op,1990.01.01,1/2-1/2,2545,2575,D32,
Reykjavik op,1990.01.01,1-0,2595,2605,D10,
Reykjavik op,1990.01.01,1/2-1/2,2565,2610,B96,
Reykjavik op,1990.01.01,1/2-1/2,2620,2545,C92,
Reykjavik op,1990.01.01,1/2-1/2,2575,2595,A41,
Reykjavik op,1990.01.01,1/2-1/2,2605,2585,E32,
Reykjavik op,1990.01.01,1/2-1/2,2620,2575,C95,
Reykjavik op,1990.01.01,1/2-1/2,2610,2545,E17,
Reykjavik op,1990.01.01,1/2-1/2,2595,2565,E19,
Reykjavik op,1990.01.01,1/2-1/2,2565,2585,B82,
Reykjavik op,1990.01.01,1/2-1/2,2545,2595,A30,
Reykjavik op,1990.01.01,1/2-1/2,2605,2620,A88,
Svendborg m,1990.01.01,1-0,2800,2570,B07,
Svendborg m,1990.01.01,1/2-1/2,2570,2800,E90,
URS Club Cup 2nd Group1,1990.03.01,1/2-1/2,2545,2585,A37,
URS Club Cup 2nd Group2,1990.03.01,1-0,2545,2575,E94,
URS Club Cup 2nd Group2,1990.03.01,1/2-1/2,2540,2545,C10,
URS Club Cup 2nd Group2,1990.03.01,1-0,2575,2540,C50,
URS Club Cup 2nd final A,1990.03.01,0-1,2565,2545,E76,
URS Club Cup 2nd final A,1990.03.01,1/2-1/2,2545,2545,A13,
URS Club Cup 2nd final A,1990.03.01,1-0,2545,2575,A34,
Kusadasi op,1990.01.01,1/2-1/2,2545,2550,B22,
Kusadasi op,1990.01.01,1/2-1/2,2550,2545,E12,
London WFW,1990.01.01,1/2-1/2,2555,2550,B38,
London WFW,1990.01.01,1/2-1/2,2585,2555,C88,
London WFW,1990.01.01,1/2-1/2,2540,2555,A46,
London WFW,1990.01.01,1-0,2540,2585,C11,
London WFW,1990.01.01,1/2-1/2,2540,2550,D03,
London WFW,1990.01.01,1/2-1/2,2550,2585,A37,
Munich,1990.01.01,1/2-1/2,2640,2610,E13,
Munich,1990.01.01,1-0,2640,2560,D91,
Munich,1990.01.01,1/2-1/2,2640,2600,E15,
Munich,1990.01.01,1/2-1/2,2640,2605,E15,
Munich,1990.01.01,1/2-1/2,2610,2595,A29,
Munich,1990.01.01,1/2-1/2,2610,2615,D36,
Munich,1990.01.01,0-1,2595,2640,C78,
Munich,1990.01.01,0-1,2595,2560,C18,
Munich,1990.01.01,1/2-1/2,2595,2600,C18,
Munich,1990.01.01,0-1,2615,2640,E17,
Munich,1990.01.01,1/2-1/2,2615,2595,E15,
Munich,1990.01.01,1-0,2615,2605,D48,
Munich,1990.01.01,1/2-1/2,2560,2610,B57,
Munich,1990.01.01,1/2-1/2,2560,2615,C18,
Munich,1990.01.01,1-0,2560,2600,C78,
Munich,1990.01.01,1/2-1/2,2560,2605,B47,
Munich,1990.01.01,1/2-1/2,2600,2610,D71,
Munich,1990.01.01,1/2-1/2,2600,2615,D56,
Munich,1990.01.01,1/2-1/2,2600,2605,E15,
Munich,1990.01.01,1/2-1/2,2605,2610,E60,
Munich,1990.01.01,1/2-1/2,2605,2595,D14,
New York op,1990.01.01,1-0,2560,2605,B04,
New York op,1990.01.01,0-1,2545,2620,A39,
New York op,1990.01.01,1/2-1/2,2620,2560,B92,
New York op,1990.01.01,1/2-1/2,2575,2550,A29,
New York op,1990.01.01,0-1,2585,2560,B57,
New York op,1990.01.01,0-1,2565,2560,D23,
New York op,1990.01.01,1-0,2550,2620,A42,
New York op,1990.01.01,1/2-1/2,2585,2560,A30,
New York op,1990.01.01,1/2-1/2,2575,2560,B66,
New York op,1990.01.01,0-1,2560,2550,A22,
New York op,1990.01.01,1/2-1/2,2560,2575,E12,
New York op,1990.01.01,0-1,2545,2565,D94,
New York op,1990.01.01,1/2-1/2,2575,2605,D55,
New York op,1990.01.01,0-1,2555,2585,D45,
New York op,1990.01.01,0-1,2565,2575,D77,
New York op,1990.01.01,1/2-1/2,2550,2560,D58,
New York op,1990.01.01,1/2-1/2,2585,2575,A30,
New York op,1990.01.01,1/2-1/2,2560,2575,D85,
New York op,1990.01.01,1/2-1/2,2550,2605,D45,
New York op,1990.01.01,1/2-1/2,2575,2550,A00,
New York op,1990.01.01,1/2-1/2,2550,2545,D56,
New York op,1990.01.01,1-0,2575,2570,B67,
Terrassa,1990.01.01,1/2-1/2,2605,2555,E99,
Terrassa,1990.01.01,1/2-1/2,2570,2605,A36,
Terrassa,1990.01.01,1/2-1/2,2605,2555,D37,
Terrassa,1990.01.01,1-0,2555,2570,E49,
Terrassa,1990.01.01,1/2-1/2,2555,2555,A81,
Terrassa,1990.01.01,1/2-1/2,2570,2555,D56,
Toronto1,1990.01.01,1-0,2540,2575,E61,
Toronto1,1990.01.01,1/2-1/2,2575,2570,D47,
Toronto1,1990.01.01,0-1,2540,2605,A13,
Toronto1,1990.01.01,1/2-1/2,2605,2570,E15,
Toronto1,1990.01.01,1/2-1/2,2540,2570,A48,
Toronto1,1990.01.01,1-0,2605,2575,D76,
Vrnjacka Banja,1990.01.01,1-0,2550,2540,E92,
Dortmunder Schachtage-A 18th,1990.04.05,0-1,2610,2600,D39,
Dortmunder Schachtage-A 18th,1990.04.05,0-1,2545,2615,E97,
Dortmunder Schachtage-A 18th,1990.04.06,1-0,2600,2565,A61,
Dortmunder Schachtage-A 18th,1990.04.07,1-0,2610,2560,A29,
Dortmunder Schachtage-A 18th,1990.04.07,0-1,2560,2600,D18,
Dortmunder Schachtage-A 18th,1990.04.08,1-0,2600,2545,A70,
Dortmunder Schachtage-A 18th,1990.04.08,0-1,2560,2565,B20,
Dortmunder Schachtage-A 18th,1990.04.09,1/2-1/2,2560,2560,D86,
Dortmunder Schachtage-A 18th,1990.04.09,1/2-1/2,2615,2600,A60,
Dortmunder Schachtage-A 18th,1990.04.11,1-0,2610,2565,D78,
Dortmunder Schachtage-A 18th,1990.04.11,1/2-1/2,2560,2545,B57,
Dortmunder Schachtage-A 18th,1990.04.12,1/2-1/2,2560,2610,B08,
Dortmunder Schachtage-A 18th,1990.04.12,1-0,2615,2560,D85,
Dortmunder Schachtage-A 18th,1990.04.13,1/2-1/2,2610,2545,A13,
Dortmunder Schachtage-A 18th,1990.04.13,1/2-1/2,2565,2560,B52,
Dortmunder Schachtage-A 18th,1990.04.14,1-0,2615,2610,A42,
Dortmunder Schachtage-A 18th,1990.04.14,1/2-1/2,2545,2565,A63,
Dortmunder Schachtage-A 18th,1990.04.15,0-1,2560,2545,D36,
Dortmunder Schachtage-A 18th,1990.04.15,0-1,2560,2600,C13,
Dortmunder Schachtage-A 18th,1990.04.15,0-1,2565,2615,B52,
Dortmunder Schachtage-A 18th,1990.04.16,1-0,2615,2560,E32,
Blackpool zt,1990.01.01,1/2-1/2,2585,2555,B17,
Blackpool zt,1990.01.01,1/2-1/2,2540,2555,A14,
Blackpool zt,1990.01.01,1/2-1/2,2540,2585,A00,
GMA-qual f,1990.01.01,1-0,2620,2570,B83,
GMA-qual f,1990.01.01,1/2-1/2,2570,2615,E15,
GMA-qual f,1990.01.01,1-0,2645,2580,D97,
GMA-qual f,1990.01.01,0-1,2560,2610,A42,
GMA-qual f,1990.01.01,1/2-1/2,2580,2665,D27,
GMA-qual f,1990.01.01,1-0,2600,2540,D71,
GMA-qual f,1990.01.01,1/2-1/2,2555,2605,A46,
GMA-qual f,1990.01.01,0-1,2545,2605,A11,
GMA-qual f,1990.01.01,1/2-1/2,2610,2560,E18,
GMA-qual f,1990.01.01,1-0,2605,2555,E97,
GMA-qual f,1990.01.01,1-0,2610,2565,A33,
GMA-qual f,1990.01.01,1/2-1/2,2570,2640,E05,
GMA-qual f,1990.01.01,1/2-1/2,2605,2550,A14,
GMA-qual f,1990.01.01,1/2-1/2,2565,2610,D97,
GMA-qual f,1990.01.01,1/2-1/2,2550,2610,E12,
GMA-qual f,1990.01.01,1/2-1/2,2610,2600,A25,
GMA-qual f,1990.01.01,1-0,2640,2580,E15,
GMA-qual f,1990.01.01,1-0,2600,2610,B09,
GMA-qual f,1990.01.01,1-0,2595,2555,A13,
GMA-qual f,1990.01.01,1/2-1/2,2580,2555,A86,
GMA-qual f,1990.01.01,1-0,2615,2565,A25,
GMA-qual f,1990.01.01,1/2-1/2,2605,2620,C11,
GMA-qual f,1990.01.01,1/2-1/2,2610,2570,A40,
GMA-qual f,1990.01.01,1/2-1/2,2665,2570,B67,
GMA-qual f,1990.01.01,1-0,2560,2605,C11,
GMA-qual f,1990.01.01,1/2-1/2,2605,2645,A87,
GMA-qual f,1990.01.01,1/2-1/2,2570,2545,B92,
GMA-qual f,1990.01.01,0-1,2540,2560,B92,
GMA-qual f,1990.01.01,1-0,2590,2550,E74,
GMA-qual f,1990.01.01,1/2-1/2,2585,2610,C76,
GMA-qual f,1990.01.01,1/2-1/2,2620,2600,B09,
GMA-qual f,1990.01.01,1/2-1/2,2570,2585,D43,
GMA-qual f,1990.01.01,1/2-1/2,2605,2640,E12,
GMA-qual f,1990.01.01,1/2-1/2,2645,2605,E39,
GMA-qual f,1990.01.01,1-0,2560,2610,D00,
GMA-qual f,1990.01.01,1/2-1/2,2665,2560,D18,
GMA-qual f,1990.01.01,1/2-1/2,2580,2555,D61,
GMA-qual f,1990.01.01,1/2-1/2,2600,2615,E68,
GMA-qual f,1990.01.01,1/2-1/2,2545,2580,D76,
GMA-qual f,1990.01.01,1/2-1/2,2585,2605,C16,
GMA-qual f,1990.01.01,1/2-1/2,2610,2595,A17,
GMA-qual f,1990.01.01,0-1,2555,2605,A34,
GMA-qual f,1990.01.01,1/2-1/2,2550,2580,B00,
GMA-qual f,1990.01.01,1/2-1/2,2610,2585,E25,
GMA-qual f,1990.01.01,0-1,2640,2590,A87,
GMA-qual f,1990.01.01,1/2-1/2,2600,2605,E38,
GMA-qual f,1990.01.01,1/2-1/2,2595,2620,A88,
GMA-qual f,1990.01.01,1-0,2615,2585,E12,
GMA-qual f,1990.01.01,1/2-1/2,2610,2545,E05,
GMA-qual f,1990.01.01,0-1,2560,2610,D37,
GMA-qual f,1990.01.01,1/2-1/2,2600,2645,A87,
GMA-qual f,1990.01.01,1-0,2555,2610,A46,
GMA-qual f,1990.01.01,1/2-1/2,2570,2665,B66,
GMA-qual f,1990.01.01,1-0,2605,2560,B93,
GMA-qual f,1990.01.01,1/2-1/2,2585,2565,A14,
GMA-qual f,1990.01.01,1/2-1/2,2605,2570,A40,
GMA-qual f,1990.01.01,1/2-1/2,2590,2615,E30,
GMA-qual f,1990.01.01,1/2-1/2,2585,2555,C13,
GMA-qual f,1990.01.01,1/2-1/2,2565,2640,C78,
GMA-qual f,1990.01.01,1/2-1/2,2620,2600,C18,
GMA-qual f,1990.01.01,0-1,2605,2610,A42,
GMA-qual f,1990.01.01,1/2-1/2,2645,2595,D45,
GMA-qual f,1990.01.01,1/2-1/2,2560,2585,D76,
GMA-qual f,1990.01.01,1/2-1/2,2580,2555,B08,
GMA-qual f,1990.01.01,1/2-1/2,2545,2550,E69,
GMA-qual f,1990.01.01,1-0,2610,2540,E97,
GMA-qual f,1990.01.01,1/2-1/2,2595,2560,D10,
GMA-qual f,1990.01.01,1/2-1/2,2585,2600,B08,
GMA-qual f,1990.01.01,1/2-1/2,2610,2605,B66,
GMA-qual f,1990.01.01,0-1,2570,2610,A41,
GMA-qual f,1990.01.01,0-1,2565,2605,E05,
GMA-qual f,1990.01.01,1-0,2550,2565,C09,
GMA-qual f,1990.01.01,1/2-1/2,2610,2610,A16,
GMA-qual f,1990.01.01,1-0,2640,2570,C08,
GMA-qual f,1990.01.01,1/2-1/2,2600,2645,A48,
GMA-qual f,1990.01.01,1/2-1/2,2595,2600,D11,
GMA-qual f,1990.01.01,1/2-1/2,2615,2605,E12,
GMA-qual f,1990.01.01,1/2-1/2,2610,2565,A33,
GMA-qual f,1990.01.01,1-0,2560,2605,D39,
GMA-qual f,1990.01.01,1/2-1/2,2555,2665,A49,
GMA-qual f,1990.01.01,1-0,2610,2560,A73,
GMA-qual f,1990.01.01,1-0,2570,2595,A26,
GMA-qual f,1990.01.01,0-1,2605,2590,C14,
GMA-qual f,1990.01.01,1/2-1/2,2555,2545,A36,
GMA-qual f,1990.01.01,1/2-1/2,2605,2585,A33,
GMA-qual f,1990.01.01,1/2-1/2,2590,2610,B07,
GMA-qual f,1990.01.01,1/2-1/2,2585,2600,C11,
GMA-qual f,1990.01.01,1-0,2565,2585,B04,
GMA-qual f,1990.01.01,1/2-1/2,2620,2560,C89,
GMA-qual f,1990.01.01,1-0,2570,2555,D53,
GMA-qual f,1990.01.01,0-1,2645,2570,A36,
GMA-qual f,1990.01.01,1/2-1/2,2665,2550,D45,
GMA-qual f,1990.01.01,1-0,2580,2580,A21,
GMA-qual f,1990.01.01,1-0,2605,2605,E55,
GMA-qual f,1990.01.01,1-0,2595,2555,B09,
GMA-qual f,1990.01.01,1/2-1/2,2585,2640,C88,
GMA-qual f,1990.01.01,1/2-1/2,2610,2615,E92,
GMA-qual f,1990.01.01,1/2-1/2,2540,2565,C09,
GMA-qual f,1990.01.01,1/2-1/2,2605,2595,A07,
GMA-qual f,1990.01.01,1/2-1/2,2550,2565,A62,
GMA-qual f,1990.01.01,1/2-1/2,2640,2585,E15,
GMA-qual f,1990.01.01,1/2-1/2,2600,2570,E00,
GMA-qual f,1990.01.01,1/2-1/2,2620,2585,B85,
GMA-qual f,1990.01.01,0-1,2595,2610,E15,
GMA-qual f,1990.01.01,1/2-1/2,2615,2610,D37,
GMA-qual f,1990.01.01,1/2-1/2,2610,2595,A25,
GMA-qual f,1990.01.01,1-0,2560,2600,C18,
GMA-qual f,1990.01.01,0-1,2605,2590,A86,
GMA-qual f,1990.01.01,0-1,2570,2610,C07,
GMA-qual f,1990.01.01,1/2-1/2,2605,2665,B66,
GMA-qual f,1990.01.01,1/2-1/2,2585,2545,B36,
GMA-qual f,1990.01.01,1/2-1/2,2540,2570,C67,
GMA-qual f,1990.01.01,1-0,2565,2555,A81,
GMA-qual f,1990.01.01,1/2-1/2,2590,2610,D14,
GMA-qual f,1990.01.01,1-0,2585,2570,C13,
GMA-qual f,1990.01.01,1-0,2565,2600,B09,
GMA-qual f,1990.01.01,1/2-1/2,2570,2620,A81,
GMA-qual f,1990.01.01,1/2-1/2,2580,2570,D18,
GMA-qual f,1990.01.01,0-1,2605,2595,D45,
GMA-qual f,1990.01.01,1-0,2645,2640,D37,
GMA-qual f,1990.01.01,1/2-1/2,2560,2615,C07,
GMA-qual f,1990.01.01,1-0,2600,2550,A14,
GMA-qual f,1990.01.01,1/2-1/2,2610,2605,E15,
GMA-qual f,1990.01.01,1-0,2595,2605,A36,
GMA-qual f,1990.01.01,0-1,2585,2665,A10,
